,0
58,https://www.yelp.co.uk/biz/caf%C3%A9-hill-street-blues-amsterdam-2?osq=Bars
59,https://www.yelp.co.uk/biz/the-tailor-amsterdam-2?osq=Bars
60,https://www.yelp.co.uk/biz/caf%C3%A9-belgique-amsterdam-2?osq=Bars
61,https://www.yelp.co.uk/biz/smoking-bull-amsterdam?osq=Bars
62,https://www.yelp.co.uk/biz/caf%C3%A9-heuvel-amsterdam-2?osq=Bars
63,https://www.yelp.co.uk/biz/caf%C3%A9-t-smalle-amsterdam-2?osq=Bars
64,https://www.yelp.co.uk/biz/caf%C3%A9-de-jaren-amsterdam-4?osq=Bars
65,https://www.yelp.co.uk/biz/the-tailor-amsterdam-2?osq=Bars
66,https://www.yelp.co.uk/biz/cafe-gollem-2-amsterdam?osq=Bars
67,https://www.yelp.co.uk/biz/caf%C3%A9-hill-street-blues-amsterdam-2?osq=Bars
68,https://www.yelp.co.uk/biz/prik-amsterdam?osq=Bars
69,https://www.yelp.co.uk/biz/bocas-amsterdam-2?osq=Bars
70,https://www.yelp.co.uk/biz/hps-amsterdam?osq=Bars
71,https://www.yelp.co.uk/biz/cafe-t-molentje-amsterdam?osq=Bars
72,https://www.yelp.co.uk/biz/eetcafe-de-jordaan-amsterdam?osq=Bars
73,https://www.yelp.co.uk/biz/koffiehuis-basjoe-amsterdam?osq=Bars
74,https://www.yelp.co.uk/biz/biertuin-amsterdam?osq=Bars
75,https://www.yelp.co.uk/biz/de-tulp-amsterdam?osq=Bars
76,https://www.yelp.co.uk/biz/club-candela-amsterdam?osq=Bars
77,https://www.yelp.co.uk/biz/vault-bar-amsterdam?osq=Bars
78,https://www.yelp.co.uk/biz/satchmo-amsterdam?osq=Bars
79,https://www.yelp.co.uk/biz/gin-and-tonic-bar-amsterdam?osq=Bars
80,https://www.yelp.co.uk/biz/cafe-wester-amsterdam?osq=Bars
81,https://www.yelp.co.uk/biz/glouglou-amsterdam?osq=Bars
82,https://www.yelp.co.uk/biz/cotton-club-amsterdam?osq=Bars
83,https://www.yelp.co.uk/biz/club-candela-amsterdam?osq=Bars
84,https://www.yelp.co.uk/biz/koffiehuis-basjoe-amsterdam?osq=Bars
85,https://www.yelp.co.uk/biz/cafe-t-molentje-amsterdam?osq=Bars
86,https://www.yelp.co.uk/biz/caf%C3%A9-sound-garden-amsterdam-2?osq=Bars
87,https://www.yelp.co.uk/biz/caf%C3%A9-water-amsterdam?osq=Bars
88,https://www.yelp.co.uk/biz/brouwerij-de-prael-amsterdam?osq=Bars
89,https://www.yelp.co.uk/biz/t-sluisje-amsterdam?osq=Bars
90,https://www.yelp.co.uk/biz/karakter-amsterdam?osq=Bars
91,https://www.yelp.co.uk/biz/smoking-bull-amsterdam?osq=Bars
92,https://www.yelp.co.uk/biz/boteco-do-nerynho-amsterdam?osq=Bars
93,https://www.yelp.co.uk/biz/mash-amsterdam?osq=Bars
94,https://www.yelp.co.uk/biz/blue-amsterdam-amsterdam-3?osq=Bars
95,https://www.yelp.co.uk/biz/doka-amsterdam-2?osq=Bars
96,https://www.yelp.co.uk/biz/caf%C3%A9-kale-amsterdam-2?osq=Bars
97,https://www.yelp.co.uk/biz/bar-paul-amsterdam?osq=Bars
98,https://www.yelp.co.uk/biz/dragshowbar-lellebel-amsterdam?osq=Bars
99,https://www.yelp.co.uk/biz/prik-amsterdam?osq=Bars
100,https://www.yelp.co.uk/biz/the-lions-head-amsterdam?osq=Bars
101,https://www.yelp.co.uk/biz/cotton-club-amsterdam?osq=Bars
102,https://www.yelp.co.uk/biz/brouwerij-troost-de-pijp-amsterdam?osq=Bars
103,https://www.yelp.co.uk/biz/br020-amsterdam?osq=Bars
104,https://www.yelp.co.uk/biz/glouglou-amsterdam?osq=Bars
105,https://www.yelp.co.uk/biz/a-bar-amsterdam?osq=Bars
106,https://www.yelp.co.uk/biz/blue-amsterdam-amsterdam-3?osq=Bars
107,https://www.yelp.co.uk/biz/caf%C3%A9-de-dam-amsterdam-2?osq=Bars
108,https://www.yelp.co.uk/biz/soul-to-soul-cafe-amsterdam?osq=Bars
109,https://www.yelp.co.uk/biz/gapp-amsterdam-2?osq=Bars
110,https://www.yelp.co.uk/biz/de-biertuin-amsterdam?osq=Bars
111,https://www.yelp.co.uk/biz/cafe-de-punt-amsterdam?osq=Bars
112,https://www.yelp.co.uk/biz/de-tulp-amsterdam?osq=Bars
113,https://www.yelp.co.uk/biz/amstel-fifty-four-amsterdam?osq=Bars
114,https://www.yelp.co.uk/biz/de-sluyswacht-amsterdam?osq=Bars
115,https://www.yelp.co.uk/biz/caf%C3%A9-de-wetering-amsterdam-2?osq=Bars
116,https://www.yelp.co.uk/biz/peoples-place-amsterdam?osq=Bars
117,https://www.yelp.co.uk/biz/old-sailor-amsterdam?osq=Bars
118,https://www.yelp.co.uk/biz/a-bar-amsterdam?osq=Bars
119,https://www.yelp.co.uk/biz/tap-zuid-amsterdam?osq=Bars
120,https://www.yelp.co.uk/biz/caf%C3%A9-pollux-amsterdam-2?osq=Bars
121,https://www.yelp.co.uk/biz/wonder-bar-amsterdam?osq=Bars
122,https://www.yelp.co.uk/biz/caf%C3%A9-de-laurierboom-amsterdam-2?osq=Bars
123,https://www.yelp.co.uk/biz/duke-of-tokyo-amsterdam?osq=Bars
124,https://www.yelp.co.uk/biz/ping-pong-parck-amsterdam?osq=Bars
125,https://www.yelp.co.uk/biz/club-8-amsterdam?osq=Bars
126,https://www.yelp.co.uk/biz/caf%C3%A9-the-doors-amsterdam-3?osq=Bars
127,https://www.yelp.co.uk/biz/caf%C3%A9-p96-amsterdam-2?osq=Bars
128,https://www.yelp.co.uk/biz/caf%C3%A9-de-eland-amsterdam-2?osq=Bars
129,https://www.yelp.co.uk/biz/louie-louie-amsterdam?osq=Bars
130,https://www.yelp.co.uk/biz/checkpoint-charlie-amsterdam?osq=Bars
131,https://www.yelp.co.uk/biz/caf%C3%A9-chris-amsterdam-4?osq=Bars
132,https://www.yelp.co.uk/biz/adam-lookout-amsterdam-2?osq=Bars
133,https://www.yelp.co.uk/biz/bar-benjamin-amsterdam?osq=Bars
134,https://www.yelp.co.uk/biz/cuckoos-nest-amsterdam?osq=Bars
135,https://www.yelp.co.uk/biz/satchmo-amsterdam?osq=Bars
136,https://www.yelp.co.uk/biz/het-elfde-gebod-amsterdam?osq=Bars
137,https://www.yelp.co.uk/biz/klein-tirol-amsterdam?osq=Bars
138,https://www.yelp.co.uk/biz/donnies-amsterdam?osq=Bars
139,https://www.yelp.co.uk/biz/louis-amsterdam?osq=Bars
140,https://www.yelp.co.uk/biz/the-lions-head-amsterdam?osq=Bars
141,https://www.yelp.co.uk/biz/checkpoint-charlie-amsterdam?osq=Bars
142,https://www.yelp.co.uk/biz/caf%C3%A9-de-dam-amsterdam-2?osq=Bars
143,https://www.yelp.co.uk/biz/karakter-amsterdam?osq=Bars
144,https://www.yelp.co.uk/biz/spijker-bar-amsterdam?osq=Bars
145,https://www.yelp.co.uk/biz/caf%C3%A9-lux-amsterdam-2?osq=Bars
146,https://www.yelp.co.uk/biz/tunes-bar-amsterdam-2?osq=Bars
147,https://www.yelp.co.uk/biz/caf%C3%A9-mulder-amsterdam-2?osq=Bars
148,https://www.yelp.co.uk/biz/cafe-the-mill-amsterdam?osq=Bars
149,https://www.yelp.co.uk/biz/caf%C3%A9-pollux-amsterdam-2?osq=Bars
150,https://www.yelp.co.uk/biz/amstel-fifty-four-amsterdam?osq=Bars
151,https://www.yelp.co.uk/biz/caf%C3%A9-kale-amsterdam-2?osq=Bars
152,https://www.yelp.co.uk/biz/martins-social-club-amsterdam?osq=Bars
153,https://www.yelp.co.uk/biz/poollokaal-de-gracht-amsterdam?osq=Bars
154,https://www.yelp.co.uk/biz/ping-pong-parck-amsterdam?osq=Bars
155,https://www.yelp.co.uk/biz/le-patron-amsterdam?osq=Bars
156,https://www.yelp.co.uk/biz/regular-en-jack-amsterdam?osq=Bars
157,https://www.yelp.co.uk/biz/diep-caf%C3%A9-amsterdam-2?osq=Bars
158,https://www.yelp.co.uk/biz/de-kroon-amsterdam-3?osq=Bars
159,https://www.yelp.co.uk/biz/ranked-esports-amsterdam?osq=Bars
160,https://www.yelp.co.uk/biz/tonton-club-west-amsterdam-2?osq=Bars
161,https://www.yelp.co.uk/biz/caf%C3%A9-krom-amsterdam-2?osq=Bars
162,https://www.yelp.co.uk/biz/cafe-helmers-amsterdam?osq=Bars
163,https://www.yelp.co.uk/biz/bar-brasserie-occo-amsterdam-2?osq=Bars
164,https://www.yelp.co.uk/biz/spijker-bar-amsterdam?osq=Bars
165,https://www.yelp.co.uk/biz/ranked-esports-amsterdam?osq=Bars
166,https://www.yelp.co.uk/biz/belushis-amsterdam-amsterdam?osq=Bars
167,https://www.yelp.co.uk/biz/2b-lounge-en-bar-amsterdam?osq=Bars
168,https://www.yelp.co.uk/biz/hooghoudt-herberg-amsterdam?osq=Bars
169,https://www.yelp.co.uk/biz/caf%C3%A9-panache-amsterdam?osq=Bars
170,https://www.yelp.co.uk/biz/the-black-tiger-amsterdam?osq=Bars
171,https://www.yelp.co.uk/biz/cafe-the-mill-amsterdam?osq=Bars
172,https://www.yelp.co.uk/biz/roest-amsterdam-7?osq=Bars
173,https://www.yelp.co.uk/biz/ot301-amsterdam?osq=Bars
174,https://www.yelp.co.uk/biz/caf%C3%A9-de-dam-amsterdam-2?osq=Bars
175,https://www.yelp.co.uk/biz/thuis-aan-de-amstel-amsterdam?osq=Bars
176,https://www.yelp.co.uk/biz/cafe-langereis-amsterdam?osq=Bars
177,https://www.yelp.co.uk/biz/soul-to-soul-cafe-amsterdam?osq=Bars
178,https://www.yelp.co.uk/biz/the-lions-head-amsterdam?osq=Bars
179,https://www.yelp.co.uk/biz/coffeeshop-blue-bird-amsterdam?osq=Bars
180,https://www.yelp.co.uk/biz/kat-in-de-wijngaert-amsterdam?osq=Bars
181,https://www.yelp.co.uk/biz/blarney-stone-amsterdam?osq=Bars
182,https://www.yelp.co.uk/biz/molly-malones-irish-pub-amsterdam?osq=Bars
183,https://www.yelp.co.uk/biz/irish-pub-slainte-amsterdam?osq=Bars
184,https://www.yelp.co.uk/biz/mazzeltof-amsterdam?osq=Bars
185,https://www.yelp.co.uk/biz/exit-apr%C3%A8s-chique-caf%C3%A9-amsterdam?osq=Bars
186,https://www.yelp.co.uk/biz/barneys-lounge-amsterdam-2?osq=Bars
187,https://www.yelp.co.uk/biz/vereniging-de-trut-amsterdam?osq=Bars
188,https://www.yelp.co.uk/biz/lobby-bar-amsterdam?osq=Bars
189,https://www.yelp.co.uk/biz/cafe-saarein-amsterdam?osq=Bars
190,https://www.yelp.co.uk/biz/caf%C3%A9-de-gouden-florijn-amsterdam-2?osq=Bars
191,https://www.yelp.co.uk/biz/caf%C3%A9-de-nieuwe-lelie-amsterdam-2?osq=Bars
192,https://www.yelp.co.uk/biz/apt-amsterdam?osq=Bars
193,https://www.yelp.co.uk/biz/caf%C3%A9-lange-leo-amsterdam-2?osq=Bars
194,https://www.yelp.co.uk/biz/cuckoos-nest-amsterdam?osq=Bars
195,https://www.yelp.co.uk/biz/ot301-amsterdam?osq=Bars
196,https://www.yelp.co.uk/biz/nightbar-the-bottle-amsterdam?osq=Bars
197,https://www.yelp.co.uk/biz/cue-bar-amsterdam?osq=Bars
198,https://www.yelp.co.uk/biz/akhnaton-amsterdam?osq=Bars
199,https://www.yelp.co.uk/biz/caf%C3%A9-de-engelbewaarder-amsterdam-2?osq=Bars
200,https://www.yelp.co.uk/biz/tonton-club-west-amsterdam-2?osq=Bars
201,https://www.yelp.co.uk/biz/delirium-caf%C3%A9-amsterdam-amsterdam?osq=Bars
202,https://www.yelp.co.uk/biz/caf%C3%A9-bolle-jan-amsterdam-3?osq=Bars
203,https://www.yelp.co.uk/biz/caf%C3%A9-tapvreugd-amsterdam?osq=Bars
204,https://www.yelp.co.uk/biz/thuis-aan-de-amstel-amsterdam?osq=Bars
205,https://www.yelp.co.uk/biz/checkpoint-charlie-amsterdam?osq=Bars
206,https://www.yelp.co.uk/biz/caf%C3%A9-marcella-amsterdam-2?osq=Bars
207,https://www.yelp.co.uk/biz/hoopman-irish-pub-amsterdam-2?osq=Bars
208,https://www.yelp.co.uk/biz/proeflokaal-a-van-wees-amsterdam-2?osq=Bars
209,https://www.yelp.co.uk/biz/caf%C3%A9-oporto-amsterdam-2?osq=Bars
210,https://www.yelp.co.uk/biz/the-poolhole-amsterdam?osq=Bars
211,https://www.yelp.co.uk/biz/martins-social-club-amsterdam?osq=Bars
212,https://www.yelp.co.uk/biz/caf%C3%A9-de-gieter-amsterdam-5?osq=Bars
213,https://www.yelp.co.uk/biz/van-puffelen-restaurant-caf%C3%A9-amsterdam?osq=Bars
214,https://www.yelp.co.uk/biz/caf%C3%A9-de-gouden-florijn-amsterdam-2?osq=Bars
215,https://www.yelp.co.uk/biz/hoopman-irish-pub-amsterdam-2?osq=Bars
216,https://www.yelp.co.uk/biz/rijnbar-amsterdam?osq=Bars
217,https://www.yelp.co.uk/biz/disco-dolly-amsterdam?osq=Bars
218,https://www.yelp.co.uk/biz/cafe-saarein-amsterdam?osq=Bars
219,https://www.yelp.co.uk/biz/caf%C3%A9-mulder-amsterdam-2?osq=Bars
220,https://www.yelp.co.uk/biz/o-reillys-amsterdam?osq=Bars
221,https://www.yelp.co.uk/biz/simple-bar-amsterdam?osq=Bars
222,https://www.yelp.co.uk/biz/caf%C3%A9-tapmarin-amsterdam-3?osq=Bars
223,https://www.yelp.co.uk/biz/cafe-brandon-amsterdam?osq=Bars
224,https://www.yelp.co.uk/biz/tuin-10-amsterdam?osq=Bars
225,https://www.yelp.co.uk/biz/lobby-bar-amsterdam?osq=Bars
226,https://www.yelp.co.uk/biz/cafe-verhulst-amsterdam?osq=Bars
227,https://www.yelp.co.uk/biz/caf%C3%A9-tapvreugd-amsterdam?osq=Bars
228,https://www.yelp.co.uk/biz/restaurant-c-amsterdam?osq=Bars
229,https://www.yelp.co.uk/biz/taboo-bar-amsterdam?osq=Bars
230,https://www.yelp.co.uk/biz/rijnbar-amsterdam?osq=Bars
231,https://www.yelp.co.uk/biz/biblos-amsterdam?osq=Bars
232,https://www.yelp.co.uk/biz/van-gogh-caf%C3%A9-amsterdam-amsterdam-2?osq=Bars
233,https://www.yelp.co.uk/biz/the-old-bell-amsterdam?osq=Bars
234,https://www.yelp.co.uk/biz/thuis-aan-de-amstel-amsterdam?osq=Bars
235,https://www.yelp.co.uk/biz/kevin-bacon-bar-amsterdam-2?osq=Bars
236,https://www.yelp.co.uk/biz/caf%C3%A9-oporto-amsterdam-2?osq=Bars
237,https://www.yelp.co.uk/biz/the-poolhole-amsterdam?osq=Bars
238,https://www.yelp.co.uk/biz/mata-hari-amsterdam-2?osq=Bars
239,https://www.yelp.co.uk/biz/de-pilsener-club-amsterdam?osq=Bars
